20140901,262950867.05886552,335465122.3543302
20140902,264954256.11963713,309397072.2396302
20140903,254318465.11824927,311701556.0368854
20140904,235404428.30941594,293107168.72795683
20140905,197293878.808097,282632797.61433554
20140906,144945062.40448886,228856092.80306667
20140907,151497028.0351122,247740469.8043639
20140908,257661446.5386453,336582065.436869
20140909,259664835.59939706,310514015.3221617
20140910,249029044.59805104,312818499.1194157
20140911,230115007.789231,294224111.8105444
20140912,192004458.28783795,283749740.6968667
20140913,139655641.88426855,229973035.88567388
20140914,146207607.5148901,248857412.88688934
20140915,252372026.01828542,337699008.5193208
20140916,254375415.0791211,311630958.4046299
20140917,243739624.0776903,313935442.2018625
20140918,224825587.26889285,295341054.8929833
20140919,186715037.76750246,284866683.7792978
20140920,134366221.36399353,231089978.9681158
20140921,140918186.99454647,249974355.9693624
20140922,247082605.49792546,338815951.6017726
20140923,249085994.55881065,312747901.48711115
20140924,238450203.55745304,315052385.2843772
20140925,219536166.7486313,296457997.9754965
20140926,181425617.24729723,285983626.8618398
20140927,129076800.84371221,232206922.05061722
20140928,135628766.47429082,251091299.05179727
20140929,241793184.97770596,339932894.68425393
20140930,243796574.03856927,313864844.56956625
